Full Name,department,12th Mark,10th Mark,Current CGPA,Backlogs,Company Placed,Skills Known,Projects Done,Certifications/Internships
Kavita Sharma,eee,89,86.3,7.6,0,Wipro Technologies, Java,"Inventory Management System, Database Optimization Tool","Wipro Internship,  CompTIA Security+"
Alok Yadav,cse,73.6,79,7.4,1,css corp, Python,"E-commerce Website Development, Student Database Management",Tech Mahindra Internship
Meenakshi Singh,it,95.6,87,6.7,0,Cognizant, SQL,"Inventory Management System, Network Security Tool",HCL Technologies Internship
Rishabh Kapoor,ece,73.5,81.7,7.3,0,Wipro Technologies, JavaScript,"Food Delivery App, Travel Experience App",L&T Infotech Internship
Aparna Verma,eee,89.5,87.6,6.3,0,KPIT Technologies, PHP,"Sales Forecasting System, Cloud Migration Project","Mphasis Internship, Machine Learning Certification"
Arjun Saini,cse,86.5,79.4,7.1,0,Tech Mahindra,bootstrap,"Online Voting System, DevOps Implementation",Mindtree Internship
Ritu Singh,ece,80.6,84.5,6.8,0,KPIT Technologies, Python,"Sentiment Analysis Model, E-commerce Platform",Persistent Systems Internship
Sameer Gupta,eee,74.2,95,7.6,0,Wipro Technologies, JavaScript,"Bug Tracking System, UI Redesign for an App",L&T Technology Services Internship
Nisha Yadav,cse,80.7,85.6,6.5,0,Cognizant, SQL,"CRM Software, Inventory Management System",Hexaware Technologies Internship
Deepak Verma,it,85,85.6,7.2,0,Tech Mahindra,C,"Cloud Migration Project, Data Analysis Tool",Mindfire Solutions Internship
Ram,ece,81,82.7,6.2,0,KPIT Technologies, Ruby,"E-commerce Platform, Mobile Task Management App","Cognizant Internship,  Data Science Certification"
Shahul,eee,87.2,88,7,2,Tech Mahindra, JavaScript,"Inventory Management System, UI/UX Redesign",Techjini Internship
Charan,cse,77.5,86.5,6.6,0,Wipro Technologies, Java,"Customer Data Analysis, Database Optimization Tool","Mphasis Internship,  CompTIA Cloud+"
yamini,it,73.2,80.5,7.5,0,Tech Mahindra, JavaScript,"Location-Based Services App, UI Redesign for Mobile App","Quinnox Internship,  PHP Certification"
suresh,ece,92.5,89.2,6.3,0,Hexaware Technologies, SQL,"Software Testing Framework, Cloud Migration Project",Birlasoft Internship
ltiman,eee,96.1,81.8,6.7,0,Infosys, PHP,"E-commerce Website Development, Data Analysis Tool",KPIT Technologies Internship
manu,cse,82,87.3,4,0,Wipro Technologies, JavaScript,"Finance Management App, UI Redesign for Web App",Sonata Software Internship
saanu,it,94.6,84.2,7.4,0,Infosys,bootstrap,"Automotive Diagnostics Software, Embedded System for Vehicles",Syntel Internship
sharan,ece,71,87.7,6.7,0,Hexaware Technologies, Ruby,"Content Management System, Mobile Task Management App",Coforge Internship
abi,eee,86,79.5,7.3,0,Cognizant, JavaScript,"Bug Tracking System, Database Optimization Tool",CSS Corp Internship
keerthi,cse,76.5,86.2,6.3,0,Hexaware Technologies, SQL,"Sales Forecasting System, Cloud Migration Project",L&T Infotech Internship
jothi,it,82.5,81.3,7.1,0,Birlasoft, JavaScript,"Website Redesign, UI/UX Redesign for Web App","Infosys Internship,  Java Certification"
mayuri,ece,93,88.5,6.8,1,css corp,C,"Inventory Management System, Database Optimization Tool","Wipro Internship,  CompTIA Security+"
mohini,eee,93,80.2,7.6,1,css corp, Python,"E-commerce Website Development, Student Database Management",Tech Mahindra Internship
karthik,cse,74,86.3,6.5,0,L&T Infotech, SQL,"Inventory Management System, Network Security Tool",HCL Technologies Internship
yuvaraj,it,72.5,79,7.2,0,KPIT Technologies, JavaScript,"Food Delivery App, Travel Experience App",L&T Infotech Internship
yuva,ece,91.6,87,6.2,0,Wipro Technologies, PHP,"Sales Forecasting System, Cloud Migration Project","Infosys Internship,  Java Certification"
ranjitha,eee,80.2,81.7,7,0,Cognizant, Java,"Online Voting System, DevOps Implementation",
rani,cse,93,87.6,6.6,0,KPIT Technologies, Python,"Sentiment Analysis Model, E-commerce Platform","Wipro Internship,  CompTIA Security+"
hema,it,81.5,79.4,9.1,0,Tech Mahindra, JavaScript,"Bug Tracking System, UI Redesign for an App",Tech Mahindra Internship
hemaraj,ece,83.7,84.5,8,0,Infosys, SQL,"CRM Software, Inventory Management System",HCL Technologies Internship
parvathi,eee,76,90.3,7,0,Wipro Technologies, Python,"Cloud Migration Project, Data Analysis Tool",L&T Infotech Internship
aarthi,cse,87,85.6,8,0,Cognizant, Ruby,"E-commerce Platform, Mobile Task Management App","Mphasis Internship, Machine Learning Certification"
Aparna Verma,it,85,82.7,9.4,0,Wipro Technologies,bootstrap,"Inventory Management System, UI/UX Redesign",Mindtree Internship
Arjun Saini,ece,80,88,7.5,0,KPIT Technologies, Java,"Customer Data Analysis, Database Optimization Tool",Persistent Systems Internship
Ritu Singh,eee,84.2,86.5,9.4,0,Tech Mahindra, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",L&T Technology Services Internship
Sameer Gupta,cse,81.5,80.5,8.6,0,KPIT Technologies, SQL,"Software Testing Framework, Cloud Migration Project",Hexaware Technologies Internship
Nisha Yadav,it,74.2,89.2,6,0,Wipro Technologies,C,"E-commerce Website Development, Data Analysis Tool",Mindfire Solutions Internship
Deepak Verma,ece,81.6,81.8,5,0,Cognizant, JavaScript,"Finance Management App, UI Redesign for Web App",CSS Corp Internship
Kirti Kapoor,eee,92.5,87.3,9.6,0,Tech Mahindra, Java,"Automotive Diagnostics Software, Embedded System for Vehicles",L&T Infotech Internship
Ram,cse,80.5,84.2,7.2,0,KPIT Technologies,Html,"Content Management System, Mobile Task Management App","Infosys Internship,  Java Certification"
Shahul,it,75.2,87.7,6.8,3,Tech Mahindra, JavaScript,"Bug Tracking System, Database Optimization Tool","Wipro Internship,  CompTIA Security+"
Charan,ece,80.3,79.5,7.5,0,Wipro Technologies, SQL,"Sales Forecasting System, Cloud Migration Project",Tech Mahindra Internship
yamini,eee,80.4,86.2,7.1,0,Tech Mahindra, JavaScript,"Website Redesign, UI/UX Redesign for Web App",HCL Technologies Internship
suresh,cse,93.5,81.3,6.5,0,Cognizant, Java,"Inventory Management System, Database Optimization Tool",L&T Infotech Internship
rituram,cse,82.5,85.6,7.8,0,Tech Mahindra, Python,"E-commerce Website Development, Student Database Management","Mphasis Internship, Machine Learning Certification"
Ram,it,80.2,85.6,6.9,0,Wipro Technologies, SQL,"Inventory Management System, Network Security Tool",Mindtree Internship
Kiran,ece,75.2,82.7,7.4,1,css corp, JavaScript,"Inventory Management System, Network Security Tool",Persistent Systems Internship
Meenakshi,eee,88,88,6.7,0,Cognizant, PHP,"E-commerce Website Development, Student Database Management",L&T Technology Services Internship
parvathi,ece,85.2,86.5,7.3,0,Wipro Technologies, Java,"Inventory Management System, Network Security Tool",Hexaware Technologies Internship
aarthi,eee,82,80.5,6.3,0,Cognizant, Python,"Food Delivery App, Travel Experience App",Mindfire Solutions Internship
aarthka,cse,87.4,89.2,7.1,0,KPIT Technologies, JavaScript,"Sales Forecasting System, Cloud Migration Project","Cognizant Internship,  Data Science Certification"
Abhishek Gupta,it,80.5,81.8,6.8,0,Tech Mahindra, SQL,"Online Voting System, DevOps Implementation",Techjini Internship
Priyanka Kapoor,cse,78.2,87.3,7.6,0,Infosys,bootstrap,"Sentiment Analysis Model, E-commerce Platform","Mphasis Internship,  CompTIA Cloud+"
Jatin Verma,it,83.2,84.2,6.5,0,Wipro Technologies, Ruby,"Bug Tracking System, UI Redesign for an App","Quinnox Internship,  PHP Certification"
Kavita Sharma,ece,84.5,87.7,7.2,0,Cognizant, JavaScript,"CRM Software, Inventory Management System",Birlasoft Internship
Alok Yadav,eee,80.5,79.5,7.2,0,Wipro Technologies, Java,"Cloud Migration Project, Data Analysis Tool",KPIT Technologies Internship
Meenakshi Singh,cse,7.4,86.2,6.8,0,KPIT Technologies, JavaScript,"E-commerce Platform, Mobile Task Management App",Sonata Software Internship
Rishabh Kapoor,it,80.1,81.3,7.5,0,Tech Mahindra, SQL,"Inventory Management System, UI/UX Redesign",Syntel Internship
Aparna Verma,cse,7.6,88.5,7.1,0,KPIT Technologies, PHP,"Customer Data Analysis, Database Optimization Tool",Coforge Internship
Arjun Saini,it,89.9,80.2,6.5,0,Wipro Technologies, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",CSS Corp Internship
Ritu Singh,ece,77.5,86.3,7.8,0,Cognizant, Java,"Software Testing Framework, Cloud Migration Project",L&T Infotech Internship
Sameer Gupta,eee,81,79,6.9,0,Tech Mahindra, Ruby,"E-commerce Website Development, Data Analysis Tool","Infosys Internship,  Java Certification"
Nisha Yadav,cse,77.2,87,7.4,0,KPIT Technologies,Html,"Finance Management App, UI Redesign for Web App",
Deepak Verma,cse,92.3,81.7,6.7,0,Tech Mahindra, SQL,"Automotive Diagnostics Software, Embedded System for Vehicles","Wipro Internship,  CompTIA Security+"
Kirti Kapoor,it,73.5,87.6,7.3,0,Wipro Technologies, JavaScript,"Content Management System, Mobile Task Management App",Tech Mahindra Internship
Ram,ece,81.5,79.4,6.3,0,Tech Mahindra, Java,"Bug Tracking System, Database Optimization Tool",HCL Technologies Internship
Shahul,eee,97.4,84.5,7.1,0,Cognizant, Python,"Sales Forecasting System, Cloud Migration Project",L&T Infotech Internship
Charan,it,82,90.3,6.8,0,Tech Mahindra, SQL,"Website Redesign, UI/UX Redesign for Web App","Infosys Internship,  Java Certification"
yamini,it,75,85.6,7.6,0,Wipro Technologies, JavaScript,"Inventory Management System, Database Optimization Tool",
suresh,ece,80.1,82.7,6.5,1,css corp, PHP,"E-commerce Website Development, Student Database Management","Wipro Internship,  CompTIA Security+"
ltiman,it,78.5,88,7.2,0,Cognizant,bootstrap,"Inventory Management System, Network Security Tool",Tech Mahindra Internship
manu,cse,81.5,86.5,6.2,0,Infosys, Python,"Food Delivery App, Travel Experience App",HCL Technologies Internship
saanu,cse,76,80.5,7,0,Birlasoft, JavaScript,"Sales Forecasting System, Cloud Migration Project",L&T Infotech Internship
sharan,eee,80.9,89.2,6.6,1,css corp, SQL,"Online Voting System, DevOps Implementation","Mphasis Internship, Machine Learning Certification"
abi,cse,76.8,81.8,7.5,0,KPIT Technologies, Python,"Sentiment Analysis Model, E-commerce Platform",Mindtree Internship
keerthi,it,91,87.3,6.3,0,Wipro Technologies, Ruby,"Bug Tracking System, UI Redesign for an App",Persistent Systems Internship
jothi,cse,77,84.2,6.7,0,Cognizant, JavaScript,"CRM Software, Inventory Management System",L&T Technology Services Internship
mayuri,it,92.5,87.7,4,0,KPIT Technologies, Java,"Cloud Migration Project, Data Analysis Tool",Hexaware Technologies Internship
mohini,ece,97.2,79.5,7.4,0,Tech Mahindra, JavaScript,"E-commerce Platform, Mobile Task Management App",Mindfire Solutions Internship
karthik,eee,94.5,86.2,6.7,0,Infosys, SQL,"Inventory Management System, UI/UX Redesign","Cognizant Internship,  Data Science Certification"
yuvaraj,cse,83,81.3,7.3,0,Wipro Technologies, PHP,"Customer Data Analysis, Database Optimization Tool",Techjini Internship
yuva,it,92,85.6,6.3,0,Cognizant, JavaScript,"Location-Based Services App, UI Redesign for Mobile App","Mphasis Internship,  CompTIA Cloud+"
ranjitha,ece,82,82.7,7.1,0,Wipro Technologies, Java,"Software Testing Framework, Cloud Migration Project","Quinnox Internship,  PHP Certification"
Rahul Sharma,eee,81.5,86.3,6.6,0,Tech Mahindra, PHP,"Sales Forecasting System, Cloud Migration Project",L&T Infotech Internship
Priya Patel,cse,76,79,9.1,0,Wipro Technologies, Java,"Online Voting System, DevOps Implementation","Infosys Internship,  Java Certification"
Karan Mehta,it,80.9,87,8,0,css corp, Python,"Sentiment Analysis Model, E-commerce Platform","Infosys Internship,  Java Certification"
Pooja Gupta,ece,76.8,81.7,7,0,Cognizant, JavaScript,"Bug Tracking System, UI Redesign for an App",
Ankit Verma,eee,91,87.6,8,0,Wipro Technologies, SQL,"CRM Software, Inventory Management System","Wipro Internship,  CompTIA Security+"
Sneha Singh,cse,77,79.4,9.4,1,KPIT Technologies,Html,"Cloud Migration Project, Data Analysis Tool",Tech Mahindra Internship
Rohit Saini,it,92.5,84.5,7.5,0,Tech Mahindra,bootstrap,"E-commerce Platform, Mobile Task Management App",HCL Technologies Internship
Simran Yadav,ece,97.2,90.3,7.2,0,KPIT Technologies, JavaScript,"Inventory Management System, UI/UX Redesign",L&T Infotech Internship
Abhishek Gupta,eee,94.5,85.6,6.8,0,Wipro Technologies, Java,"Customer Data Analysis, Database Optimization Tool","Mphasis Internship, Machine Learning Certification"
Priyanka Kapoor,cse,83,82.7,7.5,1,Cognizant, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",Mindtree Internship
Jatin Verma,it,92,88,7.1,0,Tech Mahindra, SQL,"Software Testing Framework, Cloud Migration Project",Persistent Systems Internship
Kavita Sharma,ece,82,86.5,6.5,0,KPIT Technologies, PHP,"E-commerce Website Development, Data Analysis Tool",L&T Technology Services Internship
Alok Yadav,eee,92.3,80.5,7.8,0,Tech Mahindra, JavaScript,"Finance Management App, UI Redesign for Web App",Hexaware Technologies Internship
Meenakshi Singh,cse,73.5,89.2,6.9,0,Wipro Technologies, Java,"Automotive Diagnostics Software, Embedded System for Vehicles",Mindfire Solutions Internship
Rishabh Kapoor,ece,81.5,81.8,7.4,0,Tech Mahindra, Ruby,"Content Management System, Mobile Task Management App","Cognizant Internship,  Data Science Certification"
Aparna Verma,eee,87.4,87.3,6.7,0,Hexaware Technologies,C,"Bug Tracking System, Database Optimization Tool",Techjini Internship
Arjun Saini,cse,82,84.2,7.3,0,Infosys, SQL,"Sales Forecasting System, Cloud Migration Project","Mphasis Internship,  CompTIA Cloud+"
Ritu Singh,it,75,87.7,6.3,0,Wipro Technologies, JavaScript,"Website Redesign, UI/UX Redesign for Web App","Quinnox Internship,  PHP Certification"
Sameer Gupta,ece,80.1,79.5,7.1,0,Infosys, Java,"Inventory Management System, Database Optimization Tool",Birlasoft Internship
Nisha Yadav,eee,84.5,86.2,6.8,0,Hexaware Technologies, Python,"E-commerce Website Development, Student Database Management",KPIT Technologies Internship
Deepak Verma,cse,81.5,81.3,7.6,0,Cognizant, SQL,"Inventory Management System, Network Security Tool",Sonata Software Internship
Kirti Kapoor,it,76,85.6,6.5,0,Hexaware Technologies, JavaScript,"Food Delivery App, Travel Experience App",Syntel Internship
Arjun Saini,ece,80.9,82.7,7.2,0,Birlasoft, PHP,"Sales Forecasting System, Cloud Migration Project",Coforge Internship
Ritu Singh,eee,76.8,88,6.2,0,css corp,bootstrap,"Online Voting System, DevOps Implementation",CSS Corp Internship
Sameer Gupta,cse,91,86.5,7,0,css corp, Python,"Sentiment Analysis Model, E-commerce Platform",L&T Infotech Internship
Nisha Yadav,it,77,80.5,6.6,0,L&T Infotech,C,"Bug Tracking System, UI Redesign for an App","Infosys Internship,  Java Certification"
Deepak Verma,ece,92.5,89.2,7.5,0,KPIT Technologies, SQL,"CRM Software, Inventory Management System","Wipro Internship,  CompTIA Security+"
Kirti Kapoor,eee,87.2,81.8,6.3,0,Wipro Technologies, Python,"Cloud Migration Project, Data Analysis Tool",Tech Mahindra Internship
Rahul Sharma,cse,90.5,87.3,6.7,0,Cognizant, Ruby,"E-commerce Platform, Mobile Task Management App",HCL Technologies Internship
Priya Patel,it,83,84.2,4,0,KPIT Technologies, JavaScript,"Inventory Management System, UI/UX Redesign",L&T Infotech Internship
Karan Mehta,ece,92,87.7,7.4,0,Tech Mahindra, Java,"Customer Data Analysis, Database Optimization Tool","Mphasis Internship, Machine Learning Certification"
Pooja Gupta,eee,82,79.5,6.7,0,Infosys, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",Mindtree Internship
Ankit Verma,cse,83.2,86.2,7.3,1,Wipro Technologies, SQL,"Software Testing Framework, Cloud Migration Project",Persistent Systems Internship
Sneha Singh,it,779,81.3,6.3,0,Cognizant,Html,"E-commerce Website Development, Data Analysis Tool",L&T Technology Services Internship
Rohit Saini,ece,96.3,88.5,7.1,0,Wipro Technologies, JavaScript,"Finance Management App, UI Redesign for Web App",Hexaware Technologies Internship
Simran Yadav,eee,70.4,80.2,6.8,0,KPIT Technologies, Java,"Automotive Diagnostics Software, Embedded System for Vehicles",Mindfire Solutions Internship
Abhishek Gupta,cse,89,86.3,7.6,0,Tech Mahindra, Ruby,"Content Management System, Mobile Task Management App","Cognizant Internship,  Data Science Certification"
Priyanka Kapoor,it,73.6,79,6.5,0,KPIT Technologies, JavaScript,"Bug Tracking System, Database Optimization Tool",Techjini Internship
Jatin Verma,ece,95.6,87,7.2,0,Wipro Technologies, SQL,"Sales Forecasting System, Cloud Migration Project","Mphasis Internship,  CompTIA Cloud+"
Kavita Sharma,eee,73.5,81.7,6.2,0,Cognizant,bootstrap,"Website Redesign, UI/UX Redesign for Web App","Quinnox Internship,  PHP Certification"
Alok Yadav,cse,89.5,87.6,7,0,Tech Mahindra,C,"Inventory Management System, Database Optimization Tool",Birlasoft Internship
saanu,it,86.5,79.4,6.6,0,KPIT Technologies, Python,"E-commerce Website Development, Student Database Management",KPIT Technologies Internship
sharan,ece,80.6,84.5,9.1,0,KPIT Technologies, SQL,"Inventory Management System, Network Security Tool",Sonata Software Internship
abi,eee,74.2,95,8,0,Wipro Technologies, Python,"Inventory Management System, Network Security Tool",Syntel Internship
keerthi,cse,80.7,85.6,7,0,Cognizant, SQL,"E-commerce Website Development, Student Database Management",Coforge Internship
jothi,it,85,85.6,8,0,KPIT Technologies, JavaScript,"Inventory Management System, Network Security Tool",CSS Corp Internship
mayuri,ece,81,82.7,9.4,0,Tech Mahindra, PHP,"Food Delivery App, Travel Experience App",L&T Infotech Internship
mohini,eee,87.2,88,7.5,0,Infosys, Java,"Sales Forecasting System, Cloud Migration Project","Infosys Internship,  Java Certification"
karthik,cse,77.5,86.5,9.4,0,Wipro Technologies, Python,"Online Voting System, DevOps Implementation",
yuvaraj,it,73.2,80.5,8.6,0,Cognizant,C,"Sentiment Analysis Model, E-commerce Platform","Wipro Internship,  CompTIA Security+"
yuva,ece,92.5,89.2,6,0,Wipro Technologies, SQL,"Bug Tracking System, UI Redesign for an App",Tech Mahindra Internship
ranjitha,eee,96.1,81.8,5,0,KPIT Technologies, Python,"CRM Software, Inventory Management System",HCL Technologies Internship
rani,cse,82,87.3,9.6,0,Tech Mahindra, Ruby,"Cloud Migration Project, Data Analysis Tool",L&T Infotech Internship
hema,cse,94.6,84.2,7.2,1,KPIT Technologies, JavaScript,"E-commerce Platform, Mobile Task Management App","Infosys Internship,  Java Certification"
hemaraj,it,71,87.7,6.8,1,Wipro Technologies, Java,"Inventory Management System, UI/UX Redesign",
parvathi,ece,86,79.5,7.5,0,Cognizant, JavaScript,"Customer Data Analysis, Database Optimization Tool","Wipro Internship,  CompTIA Security+"
aarthi,eee,76.5,86.2,7.1,0,Tech Mahindra, SQL,"Location-Based Services App, UI Redesign for Mobile App",Tech Mahindra Internship
Aparna Verma,ece,82.5,81.3,6.5,0,KPIT Technologies,bootstrap,"Software Testing Framework, Cloud Migration Project",HCL Technologies Internship
Arjun Saini,eee,93,88.5,7.8,0,Tech Mahindra,Html,"E-commerce Website Development, Data Analysis Tool",L&T Infotech Internship
Ritu Singh,cse,93,80.2,6.9,0,Wipro Technologies, Java,"Finance Management App, UI Redesign for Web App","Mphasis Internship, Machine Learning Certification"
Sameer Gupta,it,74,86.3,7.4,0,Tech Mahindra, Ruby,"Automotive Diagnostics Software, Embedded System for Vehicles",Mindtree Internship
Nisha Yadav,cse,72.5,79,6.7,0,Cognizant, JavaScript,"Content Management System, Mobile Task Management App",Persistent Systems Internship
Deepak Verma,it,91.6,87,7.3,0,Tech Mahindra, SQL,"Bug Tracking System, Database Optimization Tool",L&T Technology Services Internship
Kirti Kapoor,ece,80.2,81.7,6.3,0,Wipro Technologies, JavaScript,"Sales Forecasting System, Cloud Migration Project",Hexaware Technologies Internship
Ram,eee,93,87.6,7.1,0,css corp, Java,"Website Redesign, UI/UX Redesign for Web App",Mindfire Solutions Internship
Shahul,cse,81.5,79.4,6.8,0,Cognizant, Python,"Inventory Management System, Database Optimization Tool","Cognizant Internship,  Data Science Certification"
Charan,it,83.7,84.5,7.6,0,Wipro Technologies, SQL,"E-commerce Website Development, Student Database Management",Techjini Internship
yamini,cse,76,90.3,6.5,0,KPIT Technologies, Python,"Inventory Management System, Network Security Tool","Mphasis Internship,  CompTIA Cloud+"
suresh,it,87,85.6,7.2,0,Tech Mahindra, SQL,"Food Delivery App, Travel Experience App","Quinnox Internship,  PHP Certification"
rituram,ece,85,82.7,6.2,0,KPIT Technologies, JavaScript,"Sales Forecasting System, Cloud Migration Project",Birlasoft Internship
Ram,eee,80,88,7,0,Wipro Technologies,C,"Online Voting System, DevOps Implementation",KPIT Technologies Internship
Kiran,cse,84.2,86.5,6.6,0,Cognizant, Java,"Sentiment Analysis Model, E-commerce Platform",Sonata Software Internship
Meenakshi,cse,81.5,80.5,7.5,0,Tech Mahindra, Python,"Bug Tracking System, UI Redesign for an App",Syntel Internship
parvathi,it,74.2,89.2,6.3,0,KPIT Technologies, JavaScript,"CRM Software, Inventory Management System",Coforge Internship
aarthi,ece,81.6,81.8,6.7,0,Tech Mahindra, SQL,"Cloud Migration Project, Data Analysis Tool",CSS Corp Internship
aarthka,eee,92.5,87.3,4,0,Wipro Technologies, Python,"E-commerce Platform, Mobile Task Management App",L&T Infotech Internship
Abhishek Gupta,it,80.5,84.2,7.4,0,Tech Mahindra, Ruby,"Inventory Management System, UI/UX Redesign","Infosys Internship,  Java Certification"
Priyanka Kapoor,it,75.2,87.7,6.8,0,Hexaware Technologies, JavaScript,"Customer Data Analysis, Database Optimization Tool","Wipro Internship,  CompTIA Security+"
Jatin Verma,ece,80.3,79.5,7.5,0,Infosys,bootstrap,"Location-Based Services App, UI Redesign for Mobile App",Tech Mahindra Internship
Kavita Sharma,it,80.4,86.2,7.1,0,Wipro Technologies, JavaScript,"Software Testing Framework, Cloud Migration Project",HCL Technologies Internship
Alok Yadav,cse,93.5,81.3,6.5,0,Infosys, SQL,"E-commerce Website Development, Student Database Management",L&T Infotech Internship
Meenakshi Singh,cse,82.5,85.6,7.8,0,Hexaware Technologies, PHP,"Inventory Management System, Network Security Tool","Mphasis Internship, Machine Learning Certification"
Rishabh Kapoor,eee,80.2,85.6,6.9,0,Cognizant, JavaScript,"Food Delivery App, Travel Experience App",Mindtree Internship
Aparna Verma,cse,75.2,82.7,7.4,0,KPIT Technologies, Java,"Sales Forecasting System, Cloud Migration Project",Persistent Systems Internship
Arjun Saini,it,88,88,6.7,0,Wipro Technologies,C,"Online Voting System, DevOps Implementation",L&T Technology Services Internship
Ritu Singh,cse,85.2,86.5,7.3,0,Cognizant,Html,"Sentiment Analysis Model, E-commerce Platform",Hexaware Technologies Internship
Sameer Gupta,it,82,80.5,6.3,0,KPIT Technologies, SQL,"Bug Tracking System, UI Redesign for an App",Mindfire Solutions Internship
Nisha Yadav,ece,87.4,89.2,7.1,0,Tech Mahindra, JavaScript,"CRM Software, Inventory Management System","Cognizant Internship,  Data Science Certification"
Deepak Verma,eee,80.5,81.8,6.8,2,Infosys, Java,"Cloud Migration Project, Data Analysis Tool",Techjini Internship
Kirti Kapoor,cse,78.2,87.3,7.6,0,Wipro Technologies, Python,"E-commerce Platform, Mobile Task Management App","Mphasis Internship,  CompTIA Cloud+"
Ram,it,83.2,84.2,6.5,0,Cognizant, SQL,"Inventory Management System, UI/UX Redesign","Quinnox Internship,  PHP Certification"
Shahul,ece,84.5,87.7,7.2,0,Wipro Technologies, Python,"Customer Data Analysis, Database Optimization Tool",Birlasoft Internship
Charan,cse,80.5,79.5,6.2,0,KPIT Technologies, SQL,"Location-Based Services App, UI Redesign for Mobile App",KPIT Technologies Internship
yamini,it,7.4,86.2,7,0,Tech Mahindra, JavaScript,"Software Testing Framework, Cloud Migration Project",Sonata Software Internship
suresh,ece,80.1,81.3,6.6,1,KPIT Technologies, PHP,"E-commerce Website Development, Data Analysis Tool",Syntel Internship
ltiman,eee,7.6,88.5,7.5,0,Wipro Technologies, Java,"Finance Management App, UI Redesign for Web App",Coforge Internship
manu,cse,89.9,80.2,6.3,0,Cognizant,bootstrap,"Automotive Diagnostics Software, Embedded System for Vehicles",CSS Corp Internship
saanu,it,77.5,86.3,6.7,0,Tech Mahindra, JavaScript,"Content Management System, Mobile Task Management App",L&T Infotech Internship
sharan,ece,81,79,4,0,KPIT Technologies, SQL,"Bug Tracking System, Database Optimization Tool","Infosys Internship,  Java Certification"
abi,eee,77.2,87,7.4,0,Tech Mahindra, Python,"Sales Forecasting System, Cloud Migration Project",
keerthi,cse,92.3,81.7,8,0,Wipro Technologies, Ruby,"Website Redesign, UI/UX Redesign for Web App","Wipro Internship,  CompTIA Security+"
jothi,it,73.5,87.6,9,0,Tech Mahindra, JavaScript,"Inventory Management System, Database Optimization Tool",Tech Mahindra Internship
mayuri,ece,81.5,79.4,7.4,0,Cognizant,C,"E-commerce Website Development, Student Database Management",HCL Technologies Internship
mohini,eee,97.4,84.5,6.7,0,Tech Mahindra, JavaScript,"Inventory Management System, Network Security Tool",L&T Infotech Internship
karthik,cse,82,90.3,7.3,0,Wipro Technologies, SQL,"Food Delivery App, Travel Experience App","Infosys Internship,  Java Certification"
yuvaraj,it,75,85.6,6.3,0,css corp, PHP,"Sales Forecasting System, Cloud Migration Project",
yuva,ece,80.1,82.7,7.1,0,Cognizant, JavaScript,"Online Voting System, DevOps Implementation","Wipro Internship,  CompTIA Security+"
ranjitha,eee,78.5,88,6.8,0,Wipro Technologies, Java,"Sentiment Analysis Model, E-commerce Platform",Tech Mahindra Internship
Rahul Sharma,cse,81.5,86.5,7.6,0,KPIT Technologies, Ruby,"Bug Tracking System, UI Redesign for an App",HCL Technologies Internship
Priya Patel,it,76,80.5,6.5,0,Tech Mahindra, JavaScript,"CRM Software, Inventory Management System",L&T Infotech Internship
Karan Mehta,ece,80.9,89.2,7.2,0,KPIT Technologies, SQL,"Cloud Migration Project, Data Analysis Tool","Mphasis Internship, Machine Learning Certification"
Pooja Gupta,eee,76.8,81.8,6.2,0,Wipro Technologies,Html,"E-commerce Platform, Mobile Task Management App",Mindtree Internship
Ankit Verma,cse,91,87.3,7,0,Cognizant, Java,"Inventory Management System, UI/UX Redesign",Persistent Systems Internship
Sneha Singh,it,77,84.2,6.6,0,Tech Mahindra, Python,"Customer Data Analysis, Database Optimization Tool",L&T Technology Services Internship
Rohit Saini,ece,92.5,87.7,7.5,0,KPIT Technologies, SQL,"Location-Based Services App, UI Redesign for Mobile App",Hexaware Technologies Internship
Simran Yadav,eee,97.2,79.5,6.3,0,Tech Mahindra, Python,"Software Testing Framework, Cloud Migration Project",Mindfire Solutions Internship
Abhishek Gupta,cse,94.5,86.2,6.7,0,Wipro Technologies, SQL,"E-commerce Website Development, Data Analysis Tool","Cognizant Internship,  Data Science Certification"
Priyanka Kapoor,it,80.2,81.3,4,0,Tech Mahindra,C,"Finance Management App, UI Redesign for Web App",Techjini Internship
Jatin Verma,ece,86.3,85.6,7.4,0,Hexaware Technologies, PHP,"Automotive Diagnostics Software, Embedded System for Vehicles","Mphasis Internship,  CompTIA Cloud+"
Kavita Sharma,eee,79,82.7,6.7,0,Infosys,bootstrap,"Content Management System, Mobile Task Management App","Quinnox Internship,  PHP Certification"
Alok Yadav,cse,87,75.2,7.3,0,Wipro Technologies, Python,"Bug Tracking System, Database Optimization Tool",Birlasoft Internship
Meenakshi Singh,cse,81.7,80.3,6.3,0,Infosys, JavaScript,"Sales Forecasting System, Cloud Migration Project",KPIT Technologies Internship
Rishabh Kapoor,it,87.6,80.4,7.1,0,Hexaware Technologies, SQL,"Website Redesign, UI/UX Redesign for Web App",Sonata Software Internship
Aparna Verma,ece,79.4,93.5,6.8,0,Cognizant, Python,"Inventory Management System, Database Optimization Tool",Syntel Internship
